[2025-05-19T16:46:53.623+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: math_crawler_pipeline.save_to_bigquery manual__2025-05-19T16:30:42.437473+00:00 [queued]>
[2025-05-19T16:46:53.637+0000] {taskinstance.py:1087} INFO - Dependencies all met for <TaskInstance: math_crawler_pipeline.save_to_bigquery manual__2025-05-19T16:30:42.437473+00:00 [queued]>
[2025-05-19T16:46:53.637+0000] {taskinstance.py:1283} INFO - 
--------------------------------------------------------------------------------
[2025-05-19T16:46:53.638+0000] {taskinstance.py:1284} INFO - Starting attempt 1 of 3
[2025-05-19T16:46:53.639+0000] {taskinstance.py:1285} INFO - 
--------------------------------------------------------------------------------
[2025-05-19T16:46:53.654+0000] {taskinstance.py:1304} INFO - Executing <Task(PythonOperator): save_to_bigquery> on 2025-05-19 16:30:42.437473+00:00
[2025-05-19T16:47:00.279+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 11
[2025-05-19T16:47:00.889+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:00.890+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 12
[2025-05-19T16:47:01.445+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:01.446+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 13
[2025-05-19T16:47:01.952+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:01.952+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 14
[2025-05-19T16:47:02.526+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:02.527+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 15
[2025-05-19T16:47:03.037+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:03.038+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 16
[2025-05-19T16:47:03.552+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:03.553+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 17
[2025-05-19T16:47:04.062+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:04.062+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 18
[2025-05-19T16:47:04.574+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:04.575+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 19
[2025-05-19T16:47:05.101+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:05.103+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 20
[2025-05-19T16:47:05.655+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:05.656+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 21
[2025-05-19T16:47:06.222+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:06.224+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 22
[2025-05-19T16:47:07.030+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:07.031+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 23
[2025-05-19T16:47:07.542+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:07.546+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 24
[2025-05-19T16:47:08.054+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:08.055+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 25
[2025-05-19T16:47:08.539+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:08.540+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 26
[2025-05-19T16:47:09.081+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:09.083+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 27
[2025-05-19T16:47:09.556+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:09.557+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 28
[2025-05-19T16:47:10.106+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:10.108+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 29
[2025-05-19T16:47:10.578+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:10.579+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 30
[2025-05-19T16:47:11.127+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:11.127+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 31
[2025-05-19T16:47:11.582+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:11.583+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 32
[2025-05-19T16:47:12.048+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:12.049+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 33
[2025-05-19T16:47:12.563+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:12.564+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 34
[2025-05-19T16:47:13.076+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:13.076+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 35
[2025-05-19T16:47:13.588+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:13.588+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 36
[2025-05-19T16:47:14.099+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:14.100+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 37
[2025-05-19T16:47:14.613+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:14.614+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 38
[2025-05-19T16:47:15.128+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:15.129+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 39
[2025-05-19T16:47:15.595+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:15.596+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 40
[2025-05-19T16:47:16.148+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:16.149+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 41
[2025-05-19T16:47:16.616+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:16.618+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 42
[2025-05-19T16:47:17.172+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:17.173+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 43
[2025-05-19T16:47:17.686+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:17.687+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 44
[2025-05-19T16:47:18.197+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:18.198+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 45
[2025-05-19T16:47:18.660+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:18.661+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 46
[2025-05-19T16:47:19.224+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:19.225+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 47
[2025-05-19T16:47:19.735+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:19.736+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 48
[2025-05-19T16:47:20.270+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:20.271+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 49
[2025-05-19T16:47:20.783+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:20.784+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 50
[2025-05-19T16:47:21.370+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:21.371+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 51
[2025-05-19T16:47:21.883+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:21.884+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 52
[2025-05-19T16:47:22.496+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:22.496+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 53
[2025-05-19T16:47:22.932+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:22.932+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 54
[2025-05-19T16:47:23.418+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:23.419+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 55
[2025-05-19T16:47:23.862+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:23.862+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 56
[2025-05-19T16:47:24.347+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:24.347+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 57
[2025-05-19T16:47:24.793+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:24.794+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 58
[2025-05-19T16:47:25.310+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:25.310+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 59
[2025-05-19T16:47:25.776+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:25.777+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 60
[2025-05-19T16:47:26.232+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:26.233+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 61
[2025-05-19T16:47:26.678+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:26.678+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 62
[2025-05-19T16:47:27.142+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:27.143+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 63
[2025-05-19T16:47:27.609+0000] {MathCrawler.py:346} INFO - Thêm dòng thành công vào BigQuery.
[2025-05-19T16:47:27.610+0000] {MathDag.py:73} INFO - Đã lưu BigQuery cho link 64
[2025-05-19T16:47:27.611+0000] {python.py:177} INFO - Done. Returned value was: None
[2025-05-19T16:47:27.620+0000] {taskinstance.py:1322} INFO - Marking task as SUCCESS. dag_id=math_crawler_pipeline, task_id=save_to_bigquery, execution_date=20250519T163042, start_date=20250519T164653, end_date=20250519T164727
[2025-05-19T16:47:27.666+0000] {local_task_job.py:159} INFO - Task exited with return code 0
[2025-05-19T16:47:27.682+0000] {taskinstance.py:2582} INFO - 0 downstream tasks scheduled from follow-on schedule check
